plate,brand,model,teamName,technicianName,priority,status,category,description,symptoms,locationLabel,latitude,longitude,cost,reportedAt,assignedAt,startedAt,completedAt,dueDate
สข-9792,Ford,Everest,ทีม E (ภาคอีสาน),ช่างศักดิ์ชัย,high,completed,ระบบไฟฟ้า,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,จุดพักรถ ปตท. อยุธยา,14.246191,100.637231,7919,2026-01-11T13:31:13.118Z,2026-01-11T14:45:45.097Z,2026-01-11T18:47:26.130Z,2026-01-13T08:37:51.837Z,2026-01-17T12:28:06.399Z
ชบ-4882,Nissan,Navara,ทีม B (ภาคเหนือ),ช่างเอก,low,completed,ระบบไฟฟ้า,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,ลานจอดรถ บิ๊กซี พระราม 4,13.727073,100.571671,5664,2026-05-06T03:45:03.290Z,2026-05-06T04:59:57.523Z,2026-05-06T10:33:18.246Z,2026-05-08T04:27:33.268Z,2026-05-11T12:00:47.022Z
สข-2450,Mitsubishi,Triton,ทีม E (ภาคอีสาน),ช่างสมชาย,normal,completed,เบรก,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,นิคมอุตสาหกรรมแหลมฉบัง,13.099934,100.905141,1736,2025-12-28T22:12:50.411Z,2025-12-29T01:22:34.978Z,2025-12-29T08:36:59.147Z,2025-12-30T13:47:48.567Z,2026-01-03T17:12:59.086Z
ขก-4335,Toyota,Commuter,ทีม B (ภาคเหนือ),ช่างสุชาติ,normal,in_progress,เครื่องยนต์,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,สี่แยกปฐมพร ชุมพร,10.502824,99.198737,0,2026-04-30T23:15:42.622Z,2026-05-01T02:45:55.563Z,2026-05-01T06:38:34.578Z,,2026-05-06T21:51:59.408Z
ชบ-8895,Nissan,Navara,ทีม E (ภาคอีสาน),ช่างกิตติ,normal,completed,ช่วงล่าง,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,นิคมอุตสาหกรรมบางปู,13.549342,100.634342,3927,2026-01-11T13:57:47.314Z,2026-01-11T17:31:12.867Z,2026-01-11T22:39:35.127Z,2026-01-13T14:28:17.997Z,2026-01-15T05:27:11.773Z
นว-8305,Ford,Ranger,ทีม E (ภาคอีสาน),ช่างสุชาติ,urgent,completed,ตัวถัง,น้ำมันเครื่องรั่วซึมใต้ท้องรถ,มีคราบน้ำมันพื้น,นิคมอุตสาหกรรมบางปู,13.540492,100.659971,2398,2026-01-03T13:28:02.368Z,2026-01-03T14:30:02.807Z,2026-01-03T16:48:34.269Z,2026-01-05T16:13:20.773Z,2026-01-06T21:08:22.868Z
สข-6015,Isuzu,MU-X,ทีม B (ภาคเหนือ),ช่างกิตติ,low,completed,ระบบไฟฟ้า,ความร้อนขึ้นสูง หม้อน้ำรั่ว,เกจความร้อนขึ้น H,สนามบินสุวรรณภูมิ,13.688655,100.768099,7122,2026-05-17T16:49:56.109Z,2026-05-17T18:05:14.096Z,2026-05-17T23:46:00.043Z,2026-05-18T16:57:34.440Z,2026-05-21T11:57:16.075Z
ชร-6107,Toyota,Fortuner,ทีม C (ภาคตะวันออก),ช่างนพดล,low,completed,เครื่องยนต์,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,ลานจอดรถ บิ๊กซี พระราม 4,13.711791,100.579188,2392,2026-04-02T21:01:51.474Z,2026-04-02T22:14:22.211Z,2026-04-03T05:04:00.754Z,2026-04-04T03:07:07.148Z,2026-04-05T22:34:30.735Z
กท-3557,Isuzu,D-Max,ทีม B (ภาคเหนือ),ช่างศักดิ์ชัย,low,completed,ระบบไฟฟ้า,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,จุดพักรถ ปตท. อยุธยา,14.232819,100.625688,3406,2026-04-22T00:52:48.834Z,2026-04-22T02:30:23.610Z,2026-04-22T09:34:34.184Z,2026-04-23T08:48:01.141Z,2026-04-28T07:23:02.814Z
สข-8365,Toyota,Hilux Revo,ทีม A (กรุงเทพฯ),ช่างวิชัย,urgent,completed,ตัวถัง,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,มอเตอร์เวย์ ขาออก กม. 45,13.524574,101.023239,8757,2026-05-14T16:18:51.295Z,2026-05-14T19:18:54.658Z,2026-05-15T01:55:36.258Z,2026-05-15T18:09:14.957Z,2026-05-18T16:40:03.631Z
นว-1205,Mitsubishi,Triton,ทีม C (ภาคตะวันออก),ช่างสุชาติ,normal,completed,เครื่องยนต์,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,นิคมอุตสาหกรรมบางปู,13.557649,100.644416,5296,2026-02-12T15:49:46.230Z,2026-02-12T17:31:58.279Z,2026-02-12T23:13:58.214Z,2026-02-14T13:25:32.283Z,2026-02-16T23:43:00.318Z
ขก-2612,Isuzu,Elf,ทีม B (ภาคเหนือ),ช่างมานะ,low,completed,ตัวถัง,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,ทางหลวงหมายเลข 118 (ดอยสะเก็ด),18.922361,99.247529,5100,2026-02-20T04:43:51.206Z,2026-02-20T06:17:42.663Z,2026-02-20T11:24:30.402Z,2026-02-27T20:54:56.392Z,2026-02-27T01:30:01.243Z
ชบ-9427,Ford,Ranger,ทีม B (ภาคเหนือ),ช่างนพดล,urgent,completed,ระบบไฟฟ้า,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,ถนนมิตรภาพ โคราช,14.964988,102.100975,6983,2026-01-19T03:22:00.645Z,2026-01-19T04:58:57.778Z,2026-01-19T10:15:37.573Z,2026-01-20T23:53:15.162Z,2026-01-24T14:18:50.517Z
ชร-8468,Nissan,Navara,ทีม E (ภาคอีสาน),ช่างวิชัย,normal,completed,เครื่องยนต์,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,นิคมอุตสาหกรรมบางปู,13.525864,100.643492,3788,2026-02-19T20:35:27.042Z,2026-02-19T22:08:03.779Z,2026-02-20T03:42:10.030Z,2026-02-20T20:54:38.252Z,2026-02-25T13:30:32.520Z
ชบ-4806,Nissan,Navara,ทีม B (ภาคเหนือ),ช่างศักดิ์ชัย,normal,in_progress,แอร์,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,สนามบินสุวรรณภูมิ,13.690152,100.747965,0,2026-03-22T15:07:51.736Z,2026-03-22T16:34:44.069Z,2026-03-22T19:16:27.809Z,,2026-03-25T15:48:45.132Z
ชบ-3204,Ford,Everest,ทีม A (กรุงเทพฯ),ช่างเอก,normal,completed,ระบบไฟฟ้า,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,ถนนมิตรภาพ โคราช,14.973037,102.110828,7306,2025-12-28T10:34:42.313Z,2025-12-28T12:32:10.840Z,2025-12-28T20:31:00.288Z,2025-12-30T12:24:41.241Z,2026-01-03T16:43:54.764Z
ชบ-7594,Ford,Ranger,ทีม D (ภาคใต้),ช่างวิชัย,urgent,completed,เครื่องยนต์,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,นิคมอุตสาหกรรมบางปู,13.533190,100.632984,6645,2026-04-08T19:39:41.551Z,2026-04-08T20:56:47.325Z,2026-04-09T01:36:04.931Z,2026-04-10T16:21:37.901Z,2026-04-12T01:39:36.732Z
สข-8047,Isuzu,D-Max,ทีม B (ภาคเหนือ),ช่างวิชัย,normal,completed,เครื่องยนต์,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,สี่แยกปฐมพร ชุมพร,10.477490,99.177099,8715,2026-03-02T03:33:52.155Z,2026-03-02T06:34:44.966Z,2026-03-02T13:18:46.586Z,2026-03-04T11:04:01.333Z,2026-03-07T09:03:04.744Z
กท-1759,Isuzu,D-Max,ทีม A (กรุงเทพฯ),ช่างศักดิ์ชัย,low,completed,ช่วงล่าง,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,นิคมอุตสาหกรรมแหลมฉบัง,13.083868,100.898838,3558,2026-03-24T18:50:39.613Z,2026-03-24T20:45:02.870Z,2026-03-24T22:46:16.036Z,2026-03-26T17:44:38.426Z,2026-03-29T07:15:04.796Z
สข-6869,Toyota,Hilux Revo,ทีม C (ภาคตะวันออก),ช่างสุชาติ,urgent,completed,ตัวถัง,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,สี่แยกปฐมพร ชุมพร,10.504213,99.190793,8753,2026-05-14T15:41:35.956Z,2026-05-14T18:44:57.888Z,2026-05-15T01:00:22.553Z,2026-05-16T14:21:31.414Z,2026-05-20T11:06:45.673Z
สข-7854,Nissan,Navara,ทีม D (ภาคใต้),ช่างวิชัย,low,completed,เครื่องยนต์,เบรกมีเสียงดังและเบรกไม่อยู่,เสียงดังเอี๊ยด,ทางหลวงหมายเลข 118 (ดอยสะเก็ด),18.890554,99.237848,7667,2026-02-18T01:45:52.663Z,2026-02-18T05:06:25.548Z,2026-02-18T08:38:55.619Z,2026-02-20T02:14:29.639Z,2026-02-22T09:27:26.725Z
กท-7192,Isuzu,D-Max,ทีม A (กรุงเทพฯ),ช่างมานะ,low,completed,แอร์,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,มอเตอร์เวย์ ขาออก กม. 45,13.525358,101.023620,1292,2026-01-22T11:16:21.982Z,2026-01-22T12:46:42.611Z,2026-01-22T19:33:52.755Z,2026-01-24T07:10:10.934Z,2026-01-27T08:00:57.337Z
นว-8772,Isuzu,MU-X,ทีม B (ภาคเหนือ),ช่างสมชาย,low,completed,ระบบไฟฟ้า,น้ำมันเครื่องรั่วซึมใต้ท้องรถ,มีคราบน้ำมันพื้น,ลานจอดรถ บิ๊กซี พระราม 4,13.700464,100.570635,2630,2025-12-14T12:28:22.585Z,2025-12-14T14:06:54.420Z,2025-12-14T19:03:14.367Z,2025-12-15T07:36:41.187Z,2025-12-18T21:48:44.913Z
ขก-7785,Mitsubishi,Triton,ทีม E (ภาคอีสาน),ช่างเอก,urgent,completed,เบรก,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,สนามบินสุวรรณภูมิ,13.679054,100.758732,2198,2026-05-19T03:11:43.787Z,2026-05-19T05:46:23.005Z,2026-05-19T09:51:43.855Z,2026-05-20T02:44:59.271Z,2026-05-24T01:05:43.375Z
ชบ-1297,Ford,Everest,ทีม A (กรุงเทพฯ),ช่างวิชัย,low,waiting_parts,แอร์,น้ำมันเครื่องรั่วซึมใต้ท้องรถ,มีคราบน้ำมันพื้น,ตึกสำนักงานใหญ่ สุขุมวิท,13.712812,100.573215,0,2026-05-29T14:16:47.924Z,2026-05-29T17:26:07.486Z,2026-05-30T00:50:32.212Z,,2026-06-03T10:21:54.764Z
นว-8553,Toyota,Hilux Revo,ทีม A (กรุงเทพฯ),ช่างกิตติ,high,completed,ตัวถัง,เบรกมีเสียงดังและเบรกไม่อยู่,เสียงดังเอี๊ยด,มอเตอร์เวย์ ขาออก กม. 45,13.536440,101.004001,1955,2026-03-17T23:17:45.982Z,2026-03-18T02:50:16.772Z,2026-03-18T06:37:24.290Z,2026-03-19T11:13:04.229Z,2026-03-21T22:30:52.192Z
สข-4040,Ford,Everest,ทีม A (กรุงเทพฯ),ช่างเอก,normal,assigned,ตัวถัง,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,สี่แยกปฐมพร ชุมพร,10.481650,99.168892,0,2026-03-11T17:13:29.388Z,2026-03-11T20:23:16.270Z,,,2026-03-14T21:54:13.096Z
กท-2019,Isuzu,Elf,ทีม A (กรุงเทพฯ),ช่างมานะ,urgent,completed,เบรก,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,ถนนมิตรภาพ โคราช,14.965536,102.072823,4112,2026-06-04T20:28:30.272Z,2026-06-04T21:43:10.117Z,2026-06-05T00:34:53.170Z,2026-06-06T08:53:26.831Z,2026-06-10T02:42:49.320Z
ชบ-4478,Mitsubishi,Triton,ทีม A (กรุงเทพฯ),ช่างศักดิ์ชัย,low,completed,ตัวถัง,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,ทางหลวงหมายเลข 118 (ดอยสะเก็ด),18.891099,99.255765,8548,2026-03-30T09:19:27.093Z,2026-03-30T10:23:16.441Z,2026-03-30T14:42:04.176Z,2026-03-31T10:02:21.538Z,2026-04-06T01:44:57.574Z
ขก-3539,Ford,Everest,ทีม C (ภาคตะวันออก),ช่างสุชาติ,urgent,completed,แอร์,เบรกมีเสียงดังและเบรกไม่อยู่,เสียงดังเอี๊ยด,สี่แยกปฐมพร ชุมพร,10.479698,99.191730,4199,2026-01-20T14:19:28.670Z,2026-01-20T17:59:06.490Z,2026-01-20T20:22:19.336Z,2026-01-25T00:57:30.941Z,2026-01-24T02:22:31.102Z
กท-8414,Isuzu,D-Max,ทีม C (ภาคตะวันออก),ช่างกิตติ,normal,completed,ช่วงล่าง,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,มอเตอร์เวย์ ขาออก กม. 45,13.544449,100.978607,6456,2026-01-26T13:12:10.247Z,2026-01-26T14:19:12.213Z,2026-01-26T18:38:56.941Z,2026-01-28T18:10:44.334Z,2026-01-29T16:00:07.720Z
สข-1912,Mitsubishi,Pajero Sport,ทีม C (ภาคตะวันออก),ช่างวิชัย,urgent,completed,เครื่องยนต์,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,จุดพักรถ ปตท. อยุธยา,14.236269,100.625507,8727,2026-05-31T03:06:40.075Z,2026-05-31T04:48:18.002Z,2026-05-31T07:16:44.487Z,2026-06-01T08:59:51.892Z,2026-06-05T02:23:17.339Z
ชบ-5376,Mitsubishi,Pajero Sport,ทีม D (ภาคใต้),ช่างวิชัย,high,in_progress,ช่วงล่าง,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,ตึกสำนักงานใหญ่ สุขุมวิท,13.726471,100.554841,0,2025-12-15T10:53:50.157Z,2025-12-15T13:05:27.351Z,2025-12-15T15:48:04.654Z,,2025-12-19T04:58:54.441Z
ขก-9108,Toyota,Hilux Revo,ทีม A (กรุงเทพฯ),ช่างกิตติ,high,completed,แอร์,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,จุดพักรถ ปตท. อยุธยา,14.233712,100.614696,8143,2026-01-25T06:48:21.053Z,2026-01-25T08:53:57.545Z,2026-01-25T12:12:30.469Z,2026-01-27T02:07:36.058Z,2026-01-28T22:27:30.396Z
ขก-6532,Toyota,Fortuner,ทีม D (ภาคใต้),ช่างมานะ,normal,completed,ตัวถัง,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,ตึกสำนักงานใหญ่ สุขุมวิท,13.734374,100.562931,2954,2025-12-22T02:36:43.173Z,2025-12-22T05:49:49.288Z,2025-12-22T12:50:03.388Z,2025-12-23T01:34:32.948Z,2025-12-27T18:43:18.706Z
สข-3826,Ford,Ranger,ทีม A (กรุงเทพฯ),ช่างมานะ,normal,completed,ระบบไฟฟ้า,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,จุดพักรถ ปตท. อยุธยา,14.256298,100.604901,8339,2026-03-27T14:33:57.476Z,2026-03-27T17:52:45.577Z,2026-03-27T20:14:18.755Z,2026-03-29T18:30:23.716Z,2026-03-30T15:10:40.950Z
ขก-3291,Mitsubishi,Pajero Sport,ทีม C (ภาคตะวันออก),ช่างศักดิ์ชัย,high,completed,ช่วงล่าง,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,มอเตอร์เวย์ ขาออก กม. 45,13.522166,100.991323,7957,2026-05-12T16:06:48.144Z,2026-05-12T18:39:17.956Z,2026-05-13T00:28:37.468Z,2026-05-14T02:45:45.105Z,2026-05-18T05:36:22.010Z
ชบ-2912,Ford,Ranger,ทีม A (กรุงเทพฯ),ช่างศักดิ์ชัย,normal,completed,ช่วงล่าง,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,มอเตอร์เวย์ ขาออก กม. 45,13.534167,101.019688,6214,2026-02-07T20:11:31.381Z,2026-02-07T21:38:16.224Z,2026-02-08T01:32:45.029Z,2026-02-09T08:08:06.386Z,2026-02-14T18:16:49.239Z
นว-4727,Mitsubishi,Triton,ทีม B (ภาคเหนือ),ช่างวิชัย,high,completed,เครื่องยนต์,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,ลานจอดรถ บิ๊กซี พระราม 4,13.715735,100.566738,6084,2026-02-09T21:35:10.543Z,2026-02-10T00:50:46.269Z,2026-02-10T07:08:03.642Z,2026-02-12T04:19:58.572Z,2026-02-14T04:37:05.803Z
สข-7890,Toyota,Commuter,ทีม C (ภาคตะวันออก),ช่างมานะ,normal,completed,ช่วงล่าง,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,จุดพักรถ ปตท. อยุธยา,14.260924,100.616517,5791,2026-05-16T01:29:34.420Z,2026-05-16T04:21:24.189Z,2026-05-16T11:32:55.975Z,2026-05-18T09:05:43.538Z,2026-05-21T20:54:50.694Z
ชร-6651,Isuzu,D-Max,ทีม B (ภาคเหนือ),ช่างมานะ,normal,completed,ช่วงล่าง,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,ทางหลวงหมายเลข 118 (ดอยสะเก็ด),18.916829,99.278516,7180,2026-04-02T11:07:02.945Z,2026-04-02T13:48:24.558Z,2026-04-02T17:06:20.655Z,2026-04-03T20:32:04.023Z,2026-04-07T17:39:09.167Z
นว-5590,Toyota,Commuter,ทีม D (ภาคใต้),ช่างสมชาย,low,completed,เบรก,น้ำมันเครื่องรั่วซึมใต้ท้องรถ,มีคราบน้ำมันพื้น,นิคมอุตสาหกรรมแหลมฉบัง,13.081889,100.917987,1074,2026-01-07T20:33:14.832Z,2026-01-07T21:44:57.417Z,2026-01-08T01:44:43.488Z,2026-01-09T23:44:13.477Z,2026-01-11T03:27:50.390Z
ขก-2557,Isuzu,Elf,ทีม D (ภาคใต้),ช่างกิตติ,high,completed,เครื่องยนต์,ความร้อนขึ้นสูง หม้อน้ำรั่ว,เกจความร้อนขึ้น H,ถนนมิตรภาพ โคราช,14.958520,102.095194,2824,2025-12-13T23:27:07.113Z,2025-12-14T02:24:27.191Z,2025-12-14T07:59:04.353Z,2025-12-15T09:16:21.507Z,2025-12-20T12:42:35.170Z
ขก-5518,Isuzu,MU-X,ทีม C (ภาคตะวันออก),ช่างนพดล,high,in_progress,เครื่องยนต์,น้ำมันเครื่องรั่วซึมใต้ท้องรถ,มีคราบน้ำมันพื้น,นิคมอุตสาหกรรมบางปู,13.530031,100.655378,0,2026-03-03T16:48:37.442Z,2026-03-03T19:44:05.215Z,2026-03-03T21:51:14.484Z,,2026-03-07T08:17:23.367Z
ชบ-9863,Isuzu,MU-X,ทีม B (ภาคเหนือ),ช่างสุชาติ,high,completed,ระบบไฟฟ้า,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,ตึกสำนักงานใหญ่ สุขุมวิท,13.746019,100.550973,4091,2026-01-22T02:29:03.693Z,2026-01-22T03:51:43.522Z,2026-01-22T06:25:39.495Z,2026-01-23T13:15:51.854Z,2026-01-27T06:05:46.264Z
สข-5646,Isuzu,D-Max,ทีม E (ภาคอีสาน),ช่างศักดิ์ชัย,high,completed,แอร์,น้ำมันเครื่องรั่วซึมใต้ท้องรถ,มีคราบน้ำมันพื้น,จุดพักรถ ปตท. อยุธยา,14.252640,100.635338,3680,2026-01-06T12:30:16.397Z,2026-01-06T14:26:03.781Z,2026-01-06T21:53:26.120Z,2026-01-08T14:00:13.346Z,2026-01-12T00:32:57.311Z
ชบ-7850,Ford,Everest,ทีม D (ภาคใต้),ช่างศักดิ์ชัย,normal,completed,เบรก,น้ำมันเครื่องรั่วซึมใต้ท้องรถ,มีคราบน้ำมันพื้น,สี่แยกปฐมพร ชุมพร,10.504468,99.195375,3522,2026-01-31T01:40:12.587Z,2026-01-31T03:13:33.329Z,2026-01-31T09:02:05.395Z,2026-02-02T02:44:44.864Z,2026-02-06T03:53:27.194Z
ชบ-7947,Toyota,Hilux Revo,ทีม B (ภาคเหนือ),ช่างสมชาย,high,completed,เบรก,ความร้อนขึ้นสูง หม้อน้ำรั่ว,เกจความร้อนขึ้น H,ลานจอดรถ บิ๊กซี พระราม 4,13.732876,100.591602,5332,2026-05-31T23:26:53.357Z,2026-06-01T02:19:49.228Z,2026-06-01T08:20:53.156Z,2026-06-02T21:11:25.069Z,2026-06-06T13:02:12.329Z
นว-2810,Nissan,Navara,ทีม A (กรุงเทพฯ),ช่างเอก,low,completed,ตัวถัง,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,ตึกสำนักงานใหญ่ สุขุมวิท,13.717919,100.558231,1778,2026-05-19T02:06:35.764Z,2026-05-19T04:03:07.358Z,2026-05-19T10:49:12.816Z,2026-05-23T19:24:53.733Z,2026-05-23T02:31:43.865Z
ชบ-7273,Mitsubishi,Triton,ทีม D (ภาคใต้),ช่างกิตติ,high,completed,ตัวถัง,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,มอเตอร์เวย์ ขาออก กม. 45,13.544952,101.013295,6334,2026-05-25T10:18:12.150Z,2026-05-25T12:09:48.424Z,2026-05-25T19:10:55.964Z,2026-05-26T18:32:34.821Z,2026-05-30T02:31:44.537Z
ชร-3977,Toyota,Fortuner,ทีม E (ภาคอีสาน),ช่างสมชาย,high,completed,ตัวถัง,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,มอเตอร์เวย์ ขาออก กม. 45,13.509492,101.002396,7313,2026-02-04T07:09:08.090Z,2026-02-04T08:32:51.114Z,2026-02-04T12:40:19.125Z,2026-02-06T02:41:18.986Z,2026-02-08T20:08:32.980Z
กท-6408,Nissan,Urvan,ทีม E (ภาคอีสาน),ช่างวิชัย,high,completed,แอร์,เบรกมีเสียงดังและเบรกไม่อยู่,เสียงดังเอี๊ยด,สนามบินสุวรรณภูมิ,13.696655,100.745986,5363,2025-12-24T17:00:03.990Z,2025-12-24T18:04:48.194Z,2025-12-25T00:22:22.988Z,2025-12-26T02:10:35.498Z,2025-12-27T21:02:04.100Z
ขก-6164,Isuzu,MU-X,ทีม C (ภาคตะวันออก),ช่างกิตติ,urgent,completed,เครื่องยนต์,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,สี่แยกปฐมพร ชุมพร,10.493442,99.175029,7321,2026-03-25T15:58:06.523Z,2026-03-25T19:03:33.369Z,2026-03-25T22:42:05.758Z,2026-03-26T21:16:02.219Z,2026-03-31T09:00:23.450Z
ขก-9234,Isuzu,Elf,ทีม C (ภาคตะวันออก),ช่างเอก,urgent,completed,ช่วงล่าง,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,มอเตอร์เวย์ ขาออก กม. 45,13.501935,100.983380,3783,2026-04-10T07:56:05.004Z,2026-04-10T09:33:37.112Z,2026-04-10T13:10:15.492Z,2026-04-12T12:07:43.367Z,2026-04-16T05:38:43.810Z
ชร-5047,Mitsubishi,Triton,ทีม E (ภาคอีสาน),ช่างศักดิ์ชัย,normal,completed,เครื่องยนต์,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,ตึกสำนักงานใหญ่ สุขุมวิท,13.739307,100.580548,7217,2026-04-16T13:04:33.237Z,2026-04-16T15:30:34.551Z,2026-04-16T19:13:09.163Z,2026-04-17T23:32:44.424Z,2026-04-21T11:17:10.437Z
ชร-7685,Isuzu,Elf,ทีม A (กรุงเทพฯ),ช่างมานะ,low,completed,เบรก,ความร้อนขึ้นสูง หม้อน้ำรั่ว,เกจความร้อนขึ้น H,สี่แยกปฐมพร ชุมพร,10.471581,99.188324,8516,2026-01-08T11:12:40.974Z,2026-01-08T13:55:13.555Z,2026-01-08T16:06:57.121Z,2026-01-09T22:43:16.741Z,2026-01-13T13:48:08.101Z
ชบ-8038,Nissan,Urvan,ทีม D (ภาคใต้),ช่างวิชัย,normal,completed,ช่วงล่าง,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,ตึกสำนักงานใหญ่ สุขุมวิท,13.748723,100.538773,8915,2025-12-30T08:14:32.470Z,2025-12-30T09:45:22.725Z,2025-12-30T14:17:21.444Z,2025-12-31T07:18:56.612Z,2026-01-02T15:22:57.240Z
ชบ-3768,Isuzu,D-Max,ทีม A (กรุงเทพฯ),ช่างกิตติ,high,completed,ระบบไฟฟ้า,เบรกมีเสียงดังและเบรกไม่อยู่,เสียงดังเอี๊ยด,นิคมอุตสาหกรรมแหลมฉบัง,13.072652,100.921184,3693,2026-05-03T00:37:38.454Z,2026-05-03T03:11:33.781Z,2026-05-03T08:31:30.831Z,2026-05-05T03:57:15.123Z,2026-05-07T04:37:18.449Z
ขก-2380,Nissan,Urvan,ทีม A (กรุงเทพฯ),ช่างมานะ,urgent,completed,แอร์,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,มอเตอร์เวย์ ขาออก กม. 45,13.517436,100.984048,5735,2026-04-03T15:35:50.684Z,2026-04-03T17:23:51.335Z,2026-04-03T21:26:02.139Z,2026-04-05T10:50:33.017Z,2026-04-10T13:50:01.931Z
ขก-9913,Mitsubishi,Triton,ทีม C (ภาคตะวันออก),ช่างกิตติ,high,completed,ช่วงล่าง,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,ตึกสำนักงานใหญ่ สุขุมวิท,13.733054,100.557833,6917,2026-04-03T21:10:55.568Z,2026-04-03T22:59:45.996Z,2026-04-04T06:45:19.195Z,2026-04-05T07:21:32.344Z,2026-04-09T09:50:29.483Z
ชบ-3906,Ford,Ranger,ทีม A (กรุงเทพฯ),ช่างวิชัย,normal,completed,ตัวถัง,ความร้อนขึ้นสูง หม้อน้ำรั่ว,เกจความร้อนขึ้น H,ตึกสำนักงานใหญ่ สุขุมวิท,13.751974,100.537792,8182,2026-02-12T12:56:48.230Z,2026-02-12T14:33:30.199Z,2026-02-12T19:01:11.683Z,2026-02-13T12:42:48.063Z,2026-02-17T07:21:22.743Z
สข-9393,Ford,Everest,ทีม A (กรุงเทพฯ),ช่างสุชาติ,normal,completed,เบรก,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,สี่แยกปฐมพร ชุมพร,10.517572,99.170616,3003,2025-12-24T23:47:17.207Z,2025-12-25T01:02:51.317Z,2025-12-25T03:07:58.766Z,2025-12-27T00:45:25.986Z,2025-12-30T21:56:34.015Z
ชบ-4711,Isuzu,MU-X,ทีม E (ภาคอีสาน),ช่างสุชาติ,normal,completed,เครื่องยนต์,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,ลานจอดรถ บิ๊กซี พระราม 4,13.734530,100.571263,6740,2026-01-02T07:06:00.979Z,2026-01-02T08:30:27.657Z,2026-01-02T14:28:52.764Z,2026-01-03T08:36:22.874Z,2026-01-05T17:52:52.767Z
